*PKAN-VERT** L=1:MHP6, L=2 MHP8, L=3:MHP10, L=4:MHP12, L=5:MHP14               
    0.000     2.930     0.000     0.008     4
  0.39700  -2.81259   0.32244   0.23451
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    0.0    0.0    0.0    4.1   10.2   28.4   55.1   98.0  174.4
 245.1  333.2  590.5 1056.1 1458.9 1809.7 1424.7 1058.7  695.0  394.8
 258.8  142.5   86.6   46.7   20.8    6.0    1.5    0.0    0.0    0.0
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0
  1.00000  -2.44600   0.00000   1.00000
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    0.0    0.0    0.0    2.8    6.7   23.7   45.5   87.8  144.5
 226.1  407.1  577.9  842.9 1772.8 1825.2 1468.0  987.1  550.3  403.2
 287.7  195.0   78.1   38.3   19.8    8.6    0.9    0.0    0.0    0.0
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0
  1.00000   0.00000   0.00000   1.00000
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    4.9   17.2
  67.7  154.8  287.0  530.8 1225.0 2523.6 2262.8 1503.8  864.7  346.8
 127.1   59.0   17.9    6.9    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0
  1.00000   4.38000   0.00000   1.00000
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   1.6    4.2    9.6   26.2   45.1   70.8  110.0  139.8  167.1  208.6
 285.5  378.7  546.7  753.0  927.1 1038.0 1012.5  931.2  784.1  582.0
 463.6  364.0  262.6  208.1  171.6  140.5  106.3   77.1   61.7   48.5
  32.3   18.7   12.9    7.8    2.7    0.0    0.0    0.0    0.0    0.0
   0.0
   0    9     0.011     0.040    +1.000     0.012     0.004     0.000

