*PIREX-HORZ** L1:MBP13, L2:MCP1, L3:MCP3, L4:MCP5, L5:MCP7, L6:MCP11       
    0.000     2.198     0.000     0.010     6
  3.37832   0.57435  -1.90566  -0.02798
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    1.0    4.0  194.0
 351.0  665.0  766.0  427.0  337.0  131.0  184.0  102.0   32.0    7.0
   5.0    3.0    4.0    1.0    2.0    3.0    2.0    3.0    2.0    2.0
   2.0    2.0    1.0    1.0    1.0    1.0    0.0    0.0    0.0    0.0
   0.0
 -6.18238   0.43398  -1.90566  -0.02798
  30.0   23.0   18.0   36.0   84.0  105.0  111.0  189.0  118.0  117.0
  91.0   45.0   40.0   71.0  139.0   82.0  127.0  220.0  156.0  123.0
 154.0  240.0  304.0  382.0  508.0  868.0  798.0  656.0  719.0  791.0
 582.0  607.0  582.0  470.0  413.0  299.0  225.0   56.0   14.0    7.0
   0.0    2.0    3.0    0.0    1.0    0.0    0.0    3.0    0.0    2.0
   0.0
 -2.58963  -0.21877   0.83899  -0.31528
   0.0    1.0    1.0    2.0    0.0    0.0    2.0    1.0    1.0    1.0
   2.0    3.0    2.0    2.0    4.0    0.0    1.0    2.0   14.0   75.0
 143.0  108.0   62.0  115.0  321.0  433.0  641.0  414.0  118.0   33.0
   0.0    0.0    1.0    0.0    2.0    0.0    0.0    0.0    0.0    0.0
   0.0    0.0    0.0    1.0    0.0    0.0    1.0    0.0    0.0    0.0
   0.0
 -1.60969  -0.58702   0.83899  -0.31528
   0.0    4.0    1.0   10.0    0.0    0.0    2.0    0.0    2.0    3.0
   1.0    0.0    6.0    1.0    0.0    1.0    0.0    2.0    3.0    0.0
   2.0    5.0    5.0   44.0 1269.0  827.0  822.0  108.0   48.0   13.0
   3.0    0.0    6.0    6.0    0.0    0.0    0.0    0.0    1.0    5.0
   6.0    6.0    0.0    1.0    0.0    1.0    0.0    1.0    0.0    4.0
   3.0
 -0.62974  -0.95526   0.83899  -0.31528
   1.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    1.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   5.0  104.0  189.0  392.0  458.0  402.0  298.0  197.0  152.0   99.0
  50.0   42.0   29.0   38.0   27.0   12.0    4.0    0.0    1.0    1.0
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    1.0
   0.0
  1.00000  -0.75000   0.00000   1.00000
   0.0    0.0    0.0    0.0    1.0    2.0    0.0    1.0    1.0    0.0
   0.0    0.0    0.0    0.0    0.0    0.0    2.0    1.0    0.0    3.0
 105.0  131.0  245.0  229.0  306.0  392.0  444.0  273.0  149.0   81.0
  77.0   47.0   63.0   40.0   59.0   44.0   71.0   47.0   22.0   11.0
   8.0    4.0    2.0    0.0    0.0    0.0    1.0    0.0    0.0    1.0
   0.0
   2    9     0.010     0.100     1.000     0.012     0.009     0.000

