*PKAN-HORZ** L=1:MHP5, L=2:MHP7, L=3:MHP9, L=4:MHP11, L=5:MHP13, L=6:MHP15 
     0.000     3.663     0.000     0.004     6
   1.15958  -6.37240   0.13503   0.12035
   3.7    5.6    7.4    8.4    8.4   10.2   13.9   20.4   28.8   39.9
  51.1   62.2   74.3   89.1  109.6  140.2  183.9  241.4  312.9  393.7
 476.4  555.3  619.4  663.9  683.4  677.9  648.2  599.9  538.6  470.8
 403.0  340.8  286.0  239.6  201.5  169.9  143.9  119.8   97.5   77.1
  58.5   42.7   29.7   19.5   13.0    8.4    4.6    2.8    1.9    0.9
   0.0
   1.43733  -6.12485   0.13503   0.12035
   4.2    6.7    9.2   11.8   15.1   19.3   25.2   33.6   42.8   53.7
  65.5   77.2   89.8  105.8  125.9  154.5  195.6  249.4  315.7  390.4
 465.2  532.3  584.4  616.3  626.4  614.6  585.2  542.4  491.2  437.4
 384.6  335.9  293.0  256.1  225.0  196.5  169.6  143.6  118.4   95.7
  75.6   59.6   46.2   36.1   26.9   19.3   12.6    8.4    5.0    3.4
   1.7
   1.00000  -2.44600   0.00000   1.00000
   0.0    0.0    0.0    0.0    0.0    0.0    1.0    1.0    0.0    0.0
   8.6   16.3   21.1   41.2   82.3  123.5  148.4  171.3  226.8  340.7
 522.6  760.9 1011.7 1188.7 1211.7 1063.4  819.3  594.4  450.8  370.4
 295.8  206.7  127.3   80.4   55.5   32.5   12.4    4.8    4.8    2.9
   0.0    0.0    1.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0
   1.00000   0.00000   0.00000   1.00000
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    0.9    0.8    0.0    1.2    0.8    6.6   52.5  121.6  203.9
 239.2  457.2  882.2 1454.7 1721.9 1598.2 1185.0  812.0  558.6  374.2
 216.5   84.2   24.8    1.9    1.1    0.0    0.0    0.0    0.0    0.0
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0
   1.00000   4.38000   0.00000   1.00000
   0.0    0.0    0.0    3.0    0.0    0.0    3.0    0.0    3.0    3.0
   0.0    3.0    6.0    0.0    6.0    6.0    0.0   17.9   23.9   11.9
 197.0  570.0 1145.9 2023.3 2566.4 2035.2  975.8  307.4   59.7    0.0
   6.0    9.0    0.0    3.0    6.0    0.0    3.0    3.0    0.0    0.0
   0.0    0.0    3.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0
   1.39396   9.00937  -0.21673  -0.68337
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0    3.0    3.0    3.0   11.8   32.6   62.1  118.4  227.9  399.5
 600.8  802.0 1009.2 1240.0 1423.5 1429.4 1186.7  772.4  384.7  153.9
  68.1   35.5   14.8    5.9    5.9    5.9    0.0    0.0    0.0    0.0
   0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0    0.0
   0.0
   2    9     0.010     0.100     1.000     0.012     0.009     0.000



